drug_id,accuracy,mse,auc
1,0.601078167115903,1.1486096282775498,0.5733642678674391
3,0.5234159779614325,4.485933707441746,0.6354409647387855
5,0.6090225563909775,2.273761038102191,0.7250340787767865
6,0.7076167076167076,0.8051275969950313,0.5345550739418664
9,0.5760598503740648,2.057611450853563,0.5053938554990415
11,0.5,3.5238672371596995,0.576338684930494
17,0.45591939546599497,0.7874540705920942,0.5987245844842661
29,0.5781637717121588,2.1051437528663177,0.7322242806758211
30,0.551980198019802,1.6404685703367836,0.6860652906427555
32,0.4746192893401015,3.8167783890852798,0.6214900008537158
34,0.7321867321867321,0.8933498979194839,0.6357868881379852
35,0.5862068965517241,2.2243300640632118,0.7176699821208491
37,0.6280788177339901,1.0115671507874082,0.7065677978815975
38,0.6167076167076168,1.248683523787534,0.596129814143854
41,0.5175879396984925,2.2323076913434092,0.5866753559516626
45,0.5839598997493735,1.4412570789538757,0.5571220900692171
51,0.5681818181818182,4.451908479070913,0.6875394570707071
52,0.5818639798488665,0.6493936025101628,0.6720621301242962
53,0.5964912280701754,1.5792531218438242,0.6190180095748988
54,0.5538847117794486,0.9749454000560179,0.6118474143610012
55,0.565,2.7981506031018326,0.6512519197016234
56,0.5642317380352645,3.8968380421605233,0.6745247902782149
59,0.5764411027568922,0.9307302525177984,0.5889539244894101
60,0.5477386934673367,2.5282540356969845,0.6156321759259259
62,0.58,2.672923963032311,0.6131159426334346
63,0.5275,1.1204501158618603,0.5301752289924333
64,0.5137844611528822,1.4601129961987587,0.5368377269737062
71,0.4626865671641791,2.0271001718846753,0.5439913930688555
83,0.5298701298701298,3.4106865547835854,0.5651190805457939
86,0.49874686716791977,2.0878367234477038,0.5436127744510978
87,0.54,3.1394510735529764,0.6174955747342955
88,0.5760598503740648,2.2525723671498166,0.5748379356333903
89,0.47642679900744417,1.3192358065297134,0.5735223663482797
91,0.6823821339950372,0.33587753173479495,0.633949296042618
94,0.5985037406483791,0.9565030290809841,0.6476580252014047
104,0.600997506234414,2.283376773143753,0.621911109456256
106,0.6231155778894473,1.1320180956943648,0.6622465205617482
110,0.49622166246851385,0.8998160216159531,0.5488188452114627
111,0.5939849624060151,1.0426603141966497,0.6353857784095541
119,0.7581863979848866,0.9854093908193629,0.7344971458978327
127,0.5682382133995038,1.7789843684973528,0.5795625712058524
133,0.5057339449541285,2.5911582985171515,0.5464950171577093
134,0.6077097505668935,3.447323340705735,0.5702299910434105
135,0.4532871972318339,6.373094535366942,0.5783346104478702
136,0.565864833906071,2.2748655661668415,0.6200182845735512
140,0.4931972789115646,2.3865961358544325,0.5712057045512396
147,0.5974914481185861,0.7200970321933033,0.5825007537839957
150,0.7761194029850746,0.25630789276976673,0.5946677098747247
151,0.536697247706422,1.731178463661252,0.5842857686760268
152,0.6796536796536796,1.413634819171066,0.7065361291925907
153,0.6065759637188208,1.3770980099985053,0.6143164454798343
154,0.5756541524459613,0.7888706816495883,0.6282296481377297
155,0.6083995459704881,2.013775630056481,0.6848246253998541
156,0.5655644241733181,1.6087357625047711,0.5699362732653158
157,0.5561861520998865,1.0598099209526128,0.5889639762434392
158,0.6763005780346821,1.0485009056371652,0.5418010694228622
159,0.7354618015963512,2.173074998492079,0.64135856849544
163,0.5675368898978433,2.131868872607847,0.5684261069662444
164,0.6091428571428571,2.5831338155260153,0.5687560846394021
165,0.6674259681093394,1.6994341753581752,0.6434215775479506
166,0.7003405221339387,0.5706739202607806,0.5752158527954706
167,0.6142365097588978,1.3914338198758243,0.5631757323081391
170,0.6526195899772209,1.6548795696948524,0.6110579378788387
171,0.5353075170842825,0.9922209709700359,0.5731384140672678
172,0.5315005727376861,0.9731311882495706,0.5955143549455045
173,0.7341772151898734,1.3660716238641062,0.6343584107318175
175,0.5011627906976744,1.2221186903155443,0.6171354613133747
176,0.4592422502870264,2.08598624874323,0.6171098130002513
177,0.5515643105446119,2.4276890524694377,0.5423500119774823
178,0.6110471806674338,1.874839490013069,0.6173964964002477
179,0.6010928961748634,2.290048303097013,0.6823968781026393
180,0.513986013986014,3.6083654989997105,0.583807389146849
182,0.576878612716763,2.4749193803669027,0.598057803419381
184,0.5737327188940092,2.507489802862187,0.6103700204771719
185,0.5483870967741935,1.8716096179389228,0.6256490715302426
186,0.6686046511627907,1.090374165073956,0.637772287159344
190,0.47337962962962965,4.731712081209839,0.5752567673401968
192,0.7508610792192881,0.5171289545949117,0.5723677883001653
193,0.8905742145178764,0.4569985769511103,0.5660387378944081
194,0.6624129930394431,2.2514350376460732,0.6388298052723498
196,0.6637458926615553,2.9819189309065677,0.6731949515353582
197,0.6048387096774194,0.7160250584696403,0.5636377320769476
199,0.6570771001150748,1.534167791555643,0.589149238035382
200,0.6506300114547537,1.2923501725913882,0.5593288291079553
201,0.5458715596330275,3.1347906356052833,0.5771217115280999
202,0.75,0.4783751741320024,0.5848029671648373
203,0.70995670995671,0.9839087140814653,0.7053327118192604
204,0.7333333333333333,2.589950229746651,0.5780939902194845
205,0.7118093174431203,0.37431650921383003,0.7642243707259188
206,0.9068255687973997,0.6138550790681155,0.707956670426944
207,0.6869965477560415,1.235788438974562,0.578731030670021
208,0.5222101841820151,2.353623433629554,0.6511472700719814
211,0.721081081081081,1.148685918199339,0.6769694936427051
219,0.616304347826087,2.7890716151635413,0.7059267093734175
221,0.6497297297297298,0.9597455617342219,0.6939150109850488
222,0.6127982646420824,2.026722645535821,0.7537516469897962
223,0.5839653304442037,2.2501640242394245,0.7040809739579942
224,0.602829162132753,2.456607010259275,0.6755177253870434
225,0.6006493506493507,2.317881656963912,0.6837790014631057
226,0.6205357142857143,2.7281758742442004,0.6988556063126944
228,0.6316359696641387,1.5394174918790402,0.7117713795847417
229,0.5086767895878525,2.436365401799226,0.6250571198432705
230,0.6893939393939394,0.9734280610863173,0.6745120325984906
231,0.6637168141592921,0.5186329929728644,0.6710932376587607
235,0.5624321389793703,2.896667252720891,0.6065429806909358
238,0.8170995670995671,1.22715588532212,0.5970622477188788
245,0.5796943231441049,1.7118469087918466,0.6164030557506243
249,0.6427795874049945,1.469289651541706,0.729587991192412
252,0.6218851570964247,1.8954205254103185,0.7387101893504958
253,0.6728060671722643,0.6597171609073545,0.7521013330263447
254,0.903470715835141,0.8016050652046572,0.7880828969645991
255,0.7995666305525461,0.8025997331100735,0.6071558113862167
256,0.7183098591549296,1.6932106221489964,0.6811260309009292
257,0.5450597176981542,1.7644151213825694,0.7045611007046167
258,0.6082698585418934,0.6881171578158297,0.7203383465544332
260,0.6058631921824105,1.987746697120143,0.7283121816889455
261,0.6677524429967426,1.683093219240991,0.7467901747054398
262,0.6134636264929425,1.5985860264453806,0.6417373563368395
263,0.6590662323561346,0.6016018652081323,0.6537111859665462
265,0.5533769063180828,1.1203212481712546,0.7158106672404919
266,0.6612377850162866,0.23668810921775243,0.6218527093343763
268,0.7424071991001124,5.1194136698726425,0.5908683331399844
269,0.5720524017467249,1.835880281039735,0.6001914285269416
271,0.9041394335511983,0.5883616720894401,0.7695320078832624
272,0.5997807017543859,2.370324665130394,0.6046617582939174
273,0.7201327433628318,2.517114084266248,0.6349091042391747
274,0.6473214285714286,3.065481744588034,0.6429388112282092
275,0.5364526659412405,1.8306098877132562,0.7150942847613221
276,0.7270742358078602,2.44965291181339,0.6975279508507356
277,0.9631635969664138,0.7280475483710179,0.7477592388306674
279,0.5895765472312704,0.941072640241882,0.720838276322492
281,0.8706521739130435,1.015265279638709,0.8014580838093482
282,0.5845986984815619,2.3451430276264547,0.6587048730683024
283,0.5763813651137595,2.655814653958714,0.6371025613808213
286,0.6188925081433225,0.6546568201072298,0.7379736096879213
287,0.675,1.2607120479757505,0.6646756659827715
288,0.5982627578718784,0.9456092118397749,0.6293221232567391
290,0.7304347826086957,0.8805852884304838,0.6111710723276859
291,0.6047774158523345,1.1951482955699082,0.582896085839886
292,0.6648590021691974,1.2407824482747412,0.6823963908995941
293,0.6717557251908397,2.199112210760194,0.5729906024731218
294,0.6441784548422198,1.3736719190527442,0.7038213866226606
295,0.6123778501628665,1.8411670060126166,0.7188553973355553
298,0.8167028199566161,0.7724588669233065,0.5995890079462532
299,0.5659760087241004,4.172586876692939,0.6755324237860599
300,0.5549510337323177,2.8930686522369196,0.6874354597185598
301,0.562296858071506,2.6524266306332143,0.703996076684973
302,0.5601750547045952,3.9215986087540373,0.6880588245479818
303,0.5787187839305103,1.9705640915262201,0.7215375717341126
304,0.6032608695652174,1.3434943896533458,0.6323671218217418
305,0.5624321389793703,1.8894562311958791,0.7096907472698879
306,0.6868905742145178,1.635636081683011,0.7112130134271554
308,0.8725490196078431,1.648230362794355,0.6820388655594648
309,0.6395222584147665,1.343634071324514,0.6875742325460763
310,0.6482084690553745,1.2239779998727192,0.6792166678394431
312,0.8154180238870793,0.4392726192865245,0.6140536398467432
326,0.6894679695982627,2.283412288905417,0.6891170104962908
328,0.547645125958379,3.553552875451373,0.6721337975510339
329,0.5687973997833152,1.1403766232596542,0.7245503186819201
330,0.5607375271149675,1.1767331814467605,0.692818313222725
331,0.6098901098901099,2.2073028471909635,0.6745763555310567
332,0.6023835319609967,0.5767237918812198,0.6842095223336275
333,0.8448087431693989,0.698079650112813,0.7579966602025426
341,0.6274509803921569,0.34654177551567333,0.7091463317118215
344,0.5806100217864923,3.965724263435684,0.7008018195918421
345,0.6623235613463626,0.5855962444170218,0.6686347466026895
346,0.593576965669989,4.779837502721888,0.6700490789296759
1001,0.7007125890736342,1.2060131809377368,0.6928226255520813
1003,0.6110458284371327,2.4408062865999756,0.6809030438718237
1004,0.5856807511737089,1.7465935396144712,0.6421442893564612
1005,0.7394366197183099,1.2057091391566792,0.5874981917901163
1006,0.6615566037735849,2.2357472279183366,0.6603780926417632
1007,0.6349765258215962,1.6050837946882741,0.7051500848432838
1008,0.5299647473560517,1.8031582739710383,0.7134096752673343
1009,0.6959619952494062,1.2771436914298897,0.6226722962266186
1010,0.652122641509434,0.8895629562488854,0.6654381987503161
1011,0.699177438307873,2.2872653490954082,0.7203912705322599
1012,0.7057444314185228,0.9685612286929448,0.6406954854987262
1013,0.9007444168734491,1.2833931350665353,0.6858881970867442
1014,0.6935866983372921,1.7235338777772282,0.7747889755591296
1015,0.6460807600950119,1.4859091886014724,0.6766116140402771
1016,0.6507747318235996,2.114971257281155,0.657813495642069
1017,0.6197183098591549,0.8387481085719247,0.6738135515832249
1018,0.7370892018779343,0.4403787501073233,0.5750676223151415
1019,0.5720984759671747,1.5346935251247864,0.6829181260585729
1020,0.6514084507042254,0.48273157214936363,0.7229251355013551
1021,0.6717827626918536,1.3638898527712195,0.6297606175618223
1022,0.7685076380728555,1.7399000377767322,0.6704072514527266
1023,0.607773851590106,1.2102121777586403,0.5424891525869436
1024,0.7027027027027027,1.7743241907615281,0.6856882770708528
1025,0.6422872340425532,0.6871840391734703,0.6384996559675159
1026,0.5469483568075117,2.188052521033107,0.666055660323738
1028,0.7078916372202592,0.5698366790740446,0.6520061706050427
1029,0.9048178613396005,0.8202640334366995,0.5232561376162111
1030,0.6164705882352941,0.7863684571909529,0.5626653667656601
1031,0.6404230317273796,2.700628727554397,0.6449895596761279
1032,0.8225616921269095,1.5192727969793418,0.7133172544437842
1033,0.596244131455399,0.5959697345178846,0.6504942293857011
1036,0.6270588235294118,1.3014875079038062,0.7518183082806081
1037,0.736780258519389,1.2605225654034549,0.6518181978387786
1038,0.6403301886792453,0.7492483528723161,0.5989721807684771
1039,0.6284348864994026,0.4838935826327731,0.5767494263115421
1042,0.525564803804994,0.7957314325551788,0.4955789348836461
1043,0.6937573616018846,0.5631708824203303,0.6125625591968827
1046,0.5795006570302234,1.047986882485247,0.5559276466810713
1047,0.5229142185663925,1.2258524753075353,0.6778534615696779
1049,0.690951821386604,1.0971505602618983,0.5839921966667942
1050,0.5835411471321695,1.3264811891099062,0.5933464442508413
1052,0.5299647473560517,0.9684122546476437,0.5720564499539146
1053,0.5900846432889963,1.8724871015934328,0.6305875887667297
1054,0.5985489721886336,1.9046213394967024,0.6631558656171489
1057,0.6244075829383886,1.2809004779803683,0.640452490192167
1058,0.608540925266904,2.214076962467459,0.5675333065266684
1059,0.7200474495848161,1.0001446095717261,0.664443160654219
1060,0.6073546856465006,1.9895179284502564,0.7238103284893042
1061,0.6630565583634176,0.9626663552992604,0.7347886861090731
1062,0.5490909090909091,1.8903436534158893,0.6533605316627363
1066,0.6323366555924695,1.487467668765061,0.6143736664295875
1067,0.6179653679653679,0.4686204025174908,0.5705347957287056
1069,0.6306695464362851,0.7339504094987999,0.5895205065593738
1072,0.5592672413793104,0.781599284126616,0.5435418984343952
1091,0.5580645161290323,1.1882731354148814,0.625149377617345
1114,0.8327645051194539,0.8475982772889706,0.6488229755178908
1129,0.6758241758241759,0.8497194485284555,0.5433945211096385
1133,0.7328990228013029,0.8874880427652613,0.6285325485939325
1142,0.7746478873239436,0.8295430303822644,0.614769881993645
1143,0.594758064516129,1.2902183842626593,0.5590542044327591
1149,0.8320693391115926,1.1658932695791304,0.6235829108002474
1158,0.6096579476861167,0.766256369480264,0.5912405814207573
1161,0.5734406438631791,1.2584134779249936,0.5908153931838142
1164,0.4919678714859438,0.9648691433148232,0.5884622200411674
1166,0.5591182364729459,1.6962929609439137,0.6059183555632542
1170,0.779134295227525,0.9664937498961313,0.551909741373377
1175,0.5844155844155844,0.8663224120623051,0.6270473204797865
1192,0.6545064377682404,1.6727742131343633,0.6401437567346616
1194,0.6180257510729614,0.7345904770185655,0.594503435200297
1199,0.6255364806866953,0.4961191406640132,0.5783630984545552
1203,0.5284210526315789,1.3301151284524,0.6534344483617337
1218,0.6583242655059848,1.0708903332410669,0.6298778264246503
1219,0.5967914438502674,1.0248826587651718,0.5921219017662983
1230,0.7984994640943194,0.4978042042820259,0.5203958632970345
1236,0.651336898395722,1.6082416384893128,0.5605912310018302
1239,0.6235884567126725,1.295412603504671,0.5878940821190812
1241,0.6137105549510338,1.0020063484079142,0.634002665028051
1242,0.8336956521739131,1.30241694552388,0.7421891168479032
1243,0.5879828326180258,0.7955847976002508,0.638531220913956
1248,0.5701657458563536,6.334077754686343,0.697458294120138
1259,0.6169749727965179,2.683423639545249,0.6744992847482923
1261,0.6125541125541125,1.6844593961071785,0.6085089585258375
1262,0.7868852459016393,0.22226279163462095,0.6868931517416262
1264,0.6608315098468271,0.27734422796081964,0.5934796650838344
1268,0.6435536294691224,0.7112605752724369,0.6139973991319181
1371,0.613882863340564,1.0323141741182464,0.7440012755103561
1372,0.6526082130965594,2.997339990870711,0.8013411405837517
1373,0.6906392694063926,2.259597926991908,0.7830259207778165
1375,0.6433260393873085,0.4802916186452978,0.7588433616017195
1377,0.7105549510337323,1.8219770273583333,0.6909081939614726
1378,0.624468085106383,2.664482763429808,0.7239780090730549
1494,0.613903743315508,2.165000204100109,0.6662625243928691
1495,0.6362637362637362,0.9055687758748867,0.6189121516408582
1498,0.6501079913606912,1.7090101520285683,0.7297167754181406
1502,0.6303854875283447,0.38448347948048583,0.5664509804607328
1526,0.7508493771234428,1.4825023687535706,0.7778214224338988
1527,0.6502242152466368,1.4877733870891452,0.6058400657707347
1529,0.5297450424929179,1.9132218524684375,0.5997747103642433
