cell_line_id,top_10_drug_ids
753586,"201,140,1004,180,268,194,135,200,133,18"
753600,"1031,1053,1527,157,171,235,228,229,245,34"
753601,"200,13"
753604,"1007,1031,201,268,1003,1004,1372,1494,346,14"
753608,"1007,1004,140,180,268,1261,208,194,1026,32"
753610,"1003,1248,1494,201,283,346,268,140,200,103"
753624,"180,135,268,133,136,157,173,1072,1042,17"
905933,"180,140,1261,200,1166,170,156,157,1527,17"
905934,"268,1057,180,1248,200,299,302,1529,272,105"
905935,"201,268,135,140,1494,194,180,1248,136,20"
905936,"1248,1007,140,268,208,1494,180,1004,1372,34"
905937,"201,1031,1057,1008,1024,182,190,1059,170,20"
905939,"201,140,180,135,1372,268,1248,200,184,20"
905943,"201,1007,1003,1031,140,180,133,135,194,102"
905944,"201,140,135,200,194,346,268,133,208,27"
905945,"283,200,299,273,223,272,1059,1053,274,152"
905946,"201,180,1007,1494,135,194,140,133,182,13"
905947,"201,180,135,268,140,1494,194,197,133,20"
905950,"135,201,1494,194,268,133,200,1378,182,13"
905954,"1372,1060,268,1373,1242,1498,1014,1526,1166,17"
905957,"1004,1060,1057,1026,1149,1166,182,1054,1052,123"
905959,"180,268,194,1031,140,208,200,133,328,13"
905960,"180,268,135,200,190,158,1243,167,1170,121"
905961,"201,140,180,1248,1372,184,268,200,1060,13"
905962,"201,1494,180,1003,268,1248,140,194,1372,13"
905963,"136,1006,163,272,157,299,293,256,190,22"
905969,"180,1031,1007,1248,1372,268,1060,200,194,105"
905973,"180,268,200,1372,194,182,1527,173,1243,123"
905975,"1372,1007,197,180,268,1248,1373,1242,346,149"
905976,"1372,1494,1004,1373,268,1242,1149,1498,1526,116"
905979,"1494,1248,268,19"
905981,"1494,135,1248,200,194,1378,182,163,1066,152"
905983,"1494,1003,268,1248,180,140,1004,135,208,34"
905985,"201,180,1248,1261,135,194,268,1057,136,20"
905991,"201,1248,1031,1494,1003,268,1004,135,140,20"
906693,"201,268,140,1004,180,1372,135,200,346,19"
906696,"201,1372,1003,1031,1494,1060,182,1057,1373,124"
906790,"1031,1007,1003,135,140,1060,268,180,194,13"
906791,"1031,201,180,268,1003,1494,140,197,135,19"
906792,"1007,201,1494,1003,1004,180,140,194,135,20"
906793,"201,1003,1494,1372,1031,1007,135,1004,1016,106"
906795,"1004,140,180,194,135,200,1372,133,182,13"
906797,"1494,1003,1007,135,1031,180,268,1248,133,19"
906798,"201,1003,1494,1007,180,1004,194,1031,140,26"
906801,"268,208,156,235,124"
906804,"283,1248,1003,1004,180,1031,135,268,140,34"
906805,"180,268,282,194,346,163,273,328,1377,18"
906814,"1372,208,182,293,302,299,1526,173,1378,20"
906815,"180,268,1372,1060,194,346,182,1062,1054,123"
906817,"200,194,133,182,15"
906818,"201,140,1372,180,200,1060,135,133,268,19"
906820,"1060,1372,1003,1248,1004,180,135,1031,200,126"
906821,"201,135,1494,194,136,182,157,190,1239,124"
906823,"194,140,133,1026,302,136,256,150,1239,104"
906824,"1007,268,1003,1494,283,1004,135,208,194,34"
906825,"226,268,328,136,24"
906826,"268,1004,1248,346,194,1057,182,299,302,124"
906827,"1007,1003,1004,180,1057,268,163,182,1243,20"
906828,"1494,201,1007,1003,1248,1004,268,135,140,18"
906830,"1372,1494,1026,1060,1373,194,1242,1498,1006,32"
906833,"201,1494,1003,1007,135,1004,268,180,194,14"
906835,"1007,1494,140,1004,180,268,194,133,1373,104"
906837,"1007,201,1004,180,140,135,194,1026,200,13"
906839,"268,346,308,306,331,235,256,152,1047,112"
906843,"201,140,268,1003,135,200,133,182,163,13"
906848,"1248,1494,200,268,1218,1529,1049,163,157,101"
906851,"1007,1004,268,140,346,200,182,190,153,16"
906852,"1007,201,268,140,1031,1004,194,200,135,105"
906853,"1372,1057,268,200,1059,190,1050,102"
906863,"1494,1007,1003,1031,268,1026,1060,194,182,13"
906864,"1007,268,1057,200,293,166,190,123"
906865,"201,1060,1372,140,180,197,1031,200,135,26"
906868,"201,268,180,135,194,208,1057,200,328,102"
906873,"1007,1494,194,268,1026,1378,1243,1239,121"
906999,"1494,180,1248,194,1529,1192,1378,157,154,17"
907000,"1494,1003,201,180,1007,1004,268,135,140,124"
907042,"1003,201,1494,1016,1007,1248,180,135,197,100"
907045,"200,194,1166,1053,1012,1069,104"
907046,"180,140,194,200,182,1166,302,1529,163,105"
907047,"201,1494,140,135,180,268,1261,346,1248,152"
907048,"1007,346,194,200,252,219,1529,157,301,27"
907051,"1248,268,200,1026,194,182,1239,1161,1243,101"
907055,"201,1007,180,1248,140,1004,1494,1003,283,13"
907057,"201,1248,1494,135,180,268,194,133,346,20"
907058,"201,197,1372,140,180,194,135,268,133,18"
907059,"1007,1494,1003,1004,1057,1248,1372,194,182,102"
907060,"201,1007,1003,1494,180,135,1248,1031,140,19"
907061,"201,1494,1372,140,194,1248,135,268,182,20"
907062,"1007,1016,1003,268,1004,135,1031,1248,1032,101"
907064,"1007,1494,1003,201,1248,180,140,135,1004,103"
907065,"268,194,200,1166,163,170,182,157,176,116"
907066,"180,194,200,182,1243,17"
907068,"1007,1494,1003,268,136,1529,157,1259,1218,27"
907069,"268,180,140,1372,1031,194,135,200,133,18"
907071,"180,197,1057,194,163,1529,182,272,1059,15"
907072,"1003,1494,140,1057,1026,1166,163,1058,1527,105"
907169,"201,140,268,180,346,135,194,182,344,20"
907171,"1007,1372,268,180,1060,1024,1498,346,1014,152"
907176,"1248,180,1004,200,194,157,1378,173,1239,124"
907285,"268,1004,194,1060,1261,200,1161,1243,1219,29"
907286,"1494,268,1003,180,346,1060,135,1261,194,20"
907287,"197,101"
907289,"272,29"
907291,"346,1261,140,208,135,194,200,133,136,18"
907295,"293,173,1069,116"
907298,"1007,1031,135,180,140,1004,1016,268,1248,105"
907299,"1007,268,180,140,1031,1004,200,133,182,18"
907312,"1248,1372,1494,1031,268,1057,1166,200,1242,101"
907317,"201,140,180,268,135,194,133,1057,1026,20"
907318,"201,180,268,140,1248,194,135,208,346,20"
907319,"201,1248,140,1494,180,135,133,194,268,20"
907320,"201,1007,180,283,268,140,282,194,208,18"
907321,"201,135,1007,180,140,1248,1004,194,136,13"
907790,"201,180,1004,140,197,135,200,194,1024,13"
907796,"1494,1248,180,140,194,268,200,190,1378,152"
908118,"1494,1003,1007,140,1248,1004,208,135,1031,26"
908120,"282,1377,302,255,228,17"
908121,"1004,180,283,200,194,1026,328,190,272,16"
908122,"268,283,328,200,272,273,274,299,276,30"
908123,"1031,1494,180,140,268,197,208,135,226,34"
908125,"201,135,268,180,346,140,1372,194,1248,13"
908127,"180,140,135,194,1026,1166,153,136,170,119"
908128,"197,268,1372,1243,147,24"
908129,"1248,268,1166,1527,1161,299,1142,173,1243,119"
908130,"1007,1494,180,1004,1248,140,1016,1149,268,19"
908131,"201,1007,135,1248,140,180,194,1057,133,20"
908134,"1494,1003,201,1007,1248,1031,283,268,1004,14"
908138,"268,1057,133,194,200,182,170,134,1527,19"
908139,"201,140,180,1031,194,268,133,200,190,18"
908144,"1007,1003,1004,1031,140,194,268,200,346,32"
908145,"1007,1004,1003,197,1494,201,1248,1031,268,14"
908443,"180,140,283,208,346,268,135,194,200,30"
908455,"201,1494,268,180,140,1057,135,136,200,13"
908459,"194,268,182,302,157,24"
908460,"268,180,135,133,136,200,182,17"
908462,"1007,268,1239,124"
908463,26
908465,"268,180,140,135,208,194,133,346,328,20"
908470,"1261,200,157,124"
908472,
908474,"1004,1007,140,1031,180,1022,1021,135,268,102"
908475,"1261,153,1026,328,223,274,273,308,272,26"
908476,"268,1166,228,1243,1239,102"
909251,"1248,1003,1494,226,140,208,135,200,1008,26"
909255,"1007,201,1003,283,180,140,268,1004,135,20"
909263,"1372,1014,1062,101"
909264,"268,140,180,1372,1248,194,200,346,328,18"
909699,"268,1372,190,273,1242,1377,1498,299,302,152"
909700,"1003,1494,180,268,1248,135,194,133,182,34"
909704,"201,140,135,180,194,197,200,268,133,124"
909706,"140,1004,180,1060,194,1372,200,182,1014,106"
909707,"1007,184,194,163,182,185,190,1091,17"
909708,"1494,1003,1007,268,135,1248,346,182,1529,114"
909709,"268,1007,140,283,1004,208,346,1372,328,28"
909716,"1007,1248,268,1031,180,1022,346,200,194,100"
909718,"1494,1372,140,1060,180,268,190,1026,328,125"
909719,"201,1494,1248,180,140,194,135,133,1024,20"
909721,"135,180,268,194,133,136,1057,1026,182,18"
909724,"180,268,1372,182,346,194,200,1373,184,30"
909725,"1494,1372,194,346,328,1373,163,1242,1498,137"
909726,"201,1372,135,268,180,182,194,133,200,34"
909728,"180,201,135,268,140,194,1004,133,1026,20"
909735,"201,135,1007,1494,1248,140,180,1149,1004,19"
909736,"1007,180,268,1004,346,1060,184,200,1166,32"
909737,"201,268,180,140,194,200,133,302,328,18"
909738,"201,180,135,194,268,200,153,182,302,29"
909739,"268,274,310,229,245,29"
909744,"1494,1007,1003,140,1004,1031,180,194,200,19"
909745,"194,152"
909747,"1007,268,200,18"
909748,"1372,282,22"
909749,"201,1007,180,135,140,194,268,1031,1004,20"
909750,"201,135,194,180,136,200,182,156,157,19"
909751,"1007,180,1494,1003,140,1004,194,1026,328,26"
909753,"1372,135,1060,268,194,208,200,182,235,29"
909755,"180,197,200,268,194,272,273,136,274,17"
909757,"1494,200,272,150"
909761,"201,194,135,200,184,268,133,136,182,20"
909770,"1248,123"
909774,"1494,1016,1003,180,268,1004,1057,1372,1060,124"
909776,"1007,1248,194,200,272,274,1012,1378,1243,17"
909778,"194,1166,282,1377,331,1066,228,173,1243,112"
909779,"180,268,346,272,273,1192,274,163,157,29"
909780,"1494,1248,268,1149,135,194,1057,1026,1378,13"
909781,"201,135,1007,268,180,194,1057,200,133,13"
909784,"268,283,1004,208,1372,1026,328,302,1062,33"
909904,26
909977,"1007,153,207,245,19"
910079,"194,200,1026,1377,112"
910399,"1248,268,1031,180,1057,1026,1529,293,1378,105"
910548,"1494,283,194,200,268,136,182,1527,190,105"
910549,"194,200,182,157,245,102"
910689,24
910694,"197,268,24"
910698,"201,1494,180,1248,194,268,200,136,190,15"
910701,"1007,201,268,180,1372,346,200,182,328,27"
910702,"1372,1057,268,200,1166,1053,1054,1062,1526,152"
910704,"1007,1004,140,268,180,200,346,1166,1006,28"
910781,"201,180,140,268,194,1248,200,346,133,19"
910784,"1494,268,140,180,1248,194,133,155,135,20"
910849,"180,1007,1003,140,1004,200,194,153,182,15"
910850,"1494,135,194,200,182,136,157,190,207,17"
910851,"201,1007,1248,140,1003,1004,1031,180,133,26"
910852,"201,140,194,180,200,182,190,133,268,16"
910853,"201,1007,1248,1494,268,1003,1031,135,140,34"
910900,"268,1494,133,194,135,136,200,1259,272,19"
910903,"1007,201,1004,268,1261,180,135,194,1026,19"
910904,"1007,201,140,1004,268,194,200,328,163,123"
910907,"180,1031,194,182,167,1243,17"
910915,"180,1372,194,268,184,1527,126"
910916,"1007,201,1003,1248,1004,1494,180,1372,135,26"
910922,"201,135,268,194,208,136,133,200,182,28"
910924,"1248,140,133,268,200,136,1006,1527,272,15"
910925,"201,1007,135,140,268,1494,346,180,1004,19"
910926,"201,1007,1003,135,180,1004,268,140,1372,124"
910927,"201,1248,1031,1494,180,194,140,133,1026,105"
910931,"1007,180,197,1494,1248,268,1149,173,123"
910936,"1007,1004,1372,1060,1057,1032,1026,1010,1498,116"
910946,"1004,268,197,182,173,170,1012,154,1054,124"
910952,"1494,200,190,1378,272,1527,1066,175,225,20"
911905,"268,194,200,153,24"
924100,"180,268,200,194,133,328,346,273,1166,13"
924102,"201,180,1007,1004,1003,135,140,1031,268,19"
924104,"201,180,140,135,1494,268,1248,1372,1057,19"
924105,"201,140,1494,268,197,283,1372,180,135,20"
924107,"201,1007,180,140,1004,194,200,1372,190,13"
924108,"1494,268,1026,1166,1378,1268,1502,116"
924109,"197,20"
924111,"1494,268,140,1372,208,135,194,200,182,152"
924151,"1372,268,194,200,1373,182,299,1242,1498,27"
924240,"268,1166,156,105"
925338,"200,346,1050,1038,172,103"
925340,"140,1248,135,133,268,190,136,153,157,22"
925341,"201,1248,180,140,268,200,346,135,194,13"
925346,"201,1007,180,140,268,1004,1494,135,194,13"
925347,"283,268,184,157,185,299,235,207,229,29"
925348,"201,268,140,180,283,194,135,200,136,18"
925349,"268,173,17"
930083,"1004,268,1166,1161,123"
930297,"1248,1026,1529,1218,1243,19"
930298,"200,1026,1012,19"
930299,"268,1006,101"
930301,"194,268,274,272,29"
946360,"1494,268,200,273,272,274,182,276,1062,105"
946361,"201,1007,140,135,268,180,1494,1004,1372,19"
946382,"268,200,346,163,173,175,150,151,17"
949090,"1529,235,22"
949093,"268,116"
949094,"197,201,1007,268,1003,180,194,135,1248,13"
949160,"1248,1494,201,135,1003,346,283,268,180,19"
998189,"201,1494,135,180,140,200,133,268,1026,19"
1240121,"1007,1003,1494,1004,1031,1372,1016,1057,194,102"
1240122,"1007,1003,1494,268,1004,1031,1032,1010,200,100"
1240123,"208,200,282,328,272,163,274,1062,1050,22"
1240125,"1372,1373,1241,123"
1240127,"268,346,24"
1240129,"283,200,163,185,1218,1219,19"
1240130,"1372,1003,1007,1004,1494,1031,197,1373,1016,124"
1240131,"1057,200,1166,1054,1529,1059,1047,1239,245,16"
1240132,"268,1261,200,194,190,1239,229,1052,1241,24"
1240133,"268,200,182,245,291,19"
1240134,"1031,273,272,274,276,344,222,1378,225,25"
1240135,"268,272,116"
1240136,"180,268,133,194,200,136,157,229,1241,121"
1240138,"180,268,194,299,306,256,20"
1240139,"1494,1003,135,1057,1372,194,200,1024,1529,18"
1240140,"1248,1372,1060,180,140,135,268,1004,283,103"
1240141,"173,20"
1240142,"1007,268,1004,1248,208,194,328,1010,302,100"
1240143,"1007,201,1372,140,1261,1004,180,268,194,152"
1240145,"1007,201,180,140,1004,268,194,197,1372,13"
1240146,"1032,1010,273,1377,282,268,1019,182,157,20"
1240147,"180,194,182,1372,135,200,133,159,328,18"
1240149,"201,1494,1003,135,1016,180,1372,268,194,105"
1240150,"1007,201,180,140,208,194,1057,1026,153,18"
1240153,"201,1372,1060,1007,1004,1494,180,135,1242,137"
1240154,"201,1031,1007,1003,1248,135,180,1004,1372,149"
1240155,"140,180,283,200,135,194,133,268,346,32"
1240156,"268,1248,1031,194,1149,235,182,1264,225,26"
1240157,"268,1057,328,302,1066,235,299,331,256,26"
1240158,"135,182,1261,272,153,274,171,173,1239,20"
1240159,"201,1261,1007,180,1494,194,200,182,157,137"
1240160,"201,1248,140,180,135,194,1372,133,200,13"
1240161,"1007,201,1004,1003,140,268,1494,135,180,19"
1240162,"1007,1031,1057,1026,194,346,1166,1006,1529,101"
1240164,"140,135,153,194,200,182,310,157,154,15"
1240167,"1007,201,1248,1494,268,283,140,180,135,137"
1240168,"201,135,180,268,194,1261,1006,190,182,13"
1240169,"1007,1004,1494,1248,194,268,200,1529,1243,123"
1240170,"1248,135,194,157,1239,173,1243,17"
1240171,"1007,268,283,346,208,299,293,194,302,32"
1240172,"1494,180,268,173,202,1243,17"
1240174,"201,180,1057,140,208,194,200,1166,133,18"
1240178,"201,180,140,268,135,194,200,153,133,13"
1240179,"1007,1003,1494,1004,140,268,1529,136,163,15"
1240184,"180,1372,268,208,194,200,328,274,272,27"
1240185,"140,1031,135,200,268,180,1060,1006,194,20"
1240186,"200,272,274,276,225,258,24"
1240187,"1057,268,194,1006,190,1527,1239,1033,1025,104"
1240190,"201,140,1007,1004,135,180,194,268,1026,20"
1240191,"1007,268,180,1494,1026,208,194,328,1006,137"
1240192,"1007,1004,1031,268,208,1057,346,1529,173,33"
1240196,"201,268,135,180,194,1057,133,182,200,32"
1240197,"1372,180,1060,1057,268,1373,1026,200,1014,116"
1240198,"268,283,1004,1011,200,302,1058,1059,182,101"
1240199,"268,310,24"
1240200,"283,268,1032,1372,194,346,200,282,302,137"
1240201,"201,180,1031,1248,268,135,1372,194,208,13"
1240202,"1032,194,200,282,1377,1010,157,235,221,20"
1240204,"194,200,1046,1378,1053,1028,1239,1038,1030,104"
1240205,"268,1248,194,1529,157,1378,1239,1219,1069,106"
1240206,"1007,201,1004,140,1003,180,135,200,208,102"
1240207,"1003,1494,268,1372,1248,1057,1026,200,1529,137"
1240208,"1372,268,194,135,133,136,163,1243,17"
1240209,"200,194,268,184,163,306,1091,291,1067,24"
1240210,"1007,1248,1031,1004,268,1057,208,200,184,100"
1240212,"1007,1494,1003,268,180,1004,140,1248,135,13"
1240215,"1007,268,1004,1031,1016,1026,1057,194,1166,15"
1240216,"1007,1004,180,208,135,194,268,133,182,13"
1240217,"201,180,140,1248,268,200,194,208,190,15"
1240218,"268,1016,194,200,157,116"
1240219,"201,135,1372,1060,268,182,328,133,200,16"
1240220,"135,200,173,106"
1240222,"1007,1003,1057,1004,268,1494,1016,1026,1031,124"
1240223,"201,180,1007,135,268,140,1004,1060,194,20"
1240224,"201,180,135,194,200,182,204,136,157,23"
1240225,"268,1060,1026,136,173,172,24"
1240226,"180,1004,194,346,328,200,182,159,1166,13"
1240227,"268,173,17"
1247873,"1032,140,1010,1377,282,268,273,182,1019,28"
1287381,"201,1007,180,140,197,194,136,133,200,19"
1287706,"1004,1372,1060,180,140,135,194,200,268,137"
1290722,"180,201,1007,1372,194,135,133,1166,1526,18"
1290724,"1007,1004,268,1057,194,1006,1166,1053,1059,105"
1290725,"268,140,194,135,133,200,170,190,176,16"
1290730,"1007,1494,1004,1031,1016,1248,268,1057,135,102"
1290765,"1161,123"
1290767,"268,1166,1161,1378,1042,116"
1290768,"268,1248,1057,1166,272,153,274,273,1059,152"
1290795,"1003,1494,268,1248,1004,194,208,1057,299,30"
1290797,"268,194,1527,1378,173,123"
1290798,"180,135,197,140,268,194,200,133,1166,15"
1290806,"180,1026,194,200,182,164,163,1059,1053,105"
1290807,"180,194,153,268,158,302,1049,1009,154,15"
1290808,"180,1007,1004,140,1031,164,194,200,204,26"
1290809,"268,1057,1059,1047,19"
1290810,"1031,200,1166,190,1243,1239,245,115"
1290812,"268,194,1161,116"
1290813,"1003,1007,1004,1016,197,1372,268,1024,1026,104"
1290814,"153,16"
1290905,"180,268,200,1529,163,272,182,1012,24"
1290906,"268,200,272,235,274,175,173,225,310,24"
1290907,"1372,346,200,190,184,1014,273,274,136,106"
1290908,"1494,1003,268,135,200,1529,302,273,272,21"
1290922,"180,268,194,272,300,172,24"
1295743,"135,200,194,299,276,274,182,333,157,23"
1298134,"201,1007,180,1004,1248,194,268,157,1012,123"
1298136,"180,201,283,268,135,200,133,328,204,26"
1298141,"180,173,17"
1298144,"1060,268,194,1026,200,182,1242,170,157,17"
1298145,"180,153,182,200,157,184,170,154,207,16"
1298146,"1026,1059,1054,1012,1239,173,16"
1298151,"180,268,283,1372,140,200,273,346,274,19"
1298156,"1007,201,1004,1494,140,194,200,180,133,124"
1298157,"201,1007,1004,140,1016,180,194,268,1057,124"
1298159,"200,182,136,157,156,173,17"
1298160,"1372,1060,268,1373,1242,1498,1526,1166,1015,137"
1298161,"201,180,135,140,208,133,194,200,136,32"
1298162,"194,346,173,291,19"
1298167,"201,1007,180,140,1004,1372,1060,197,182,13"
1298168,"268,157,291,102"
1298169,"268,1031,1008,153,17"
1298215,"201,1007,1494,140,180,1004,194,1057,197,124"
1298216,"180,208,140,1248,194,200,182,223,225,23"
1298218,"201,1007,1372,200,1026,184,182,1014,1498,20"
1298219,"180,194,200,182,229,245,104"
1298221,"201,1007,180,135,1248,1494,1003,140,194,13"
1298222,"201,1007,140,283,180,268,182,194,135,20"
1298223,"1004,180,200,1012,245,116"
1298226,"1007,1004,268,1261,1026,1166,1378,1019,1161,17"
1298234,"1166,20"
1298347,"180,157,1012,173,1038,19"
1298348,"135,180,140,194,200,133,1166,182,170,21"
1298349,"200,274,310,257,245,104"
1298350,"135,268,136,133,282,1259,134,1377,1378,126"
1298351,"135,268,140,1261,133,180,194,346,184,13"
1298353,"200,185,207,172,106"
1298355,"201,1494,180,135,268,140,1031,1004,200,13"
1298356,
1298357,"180,1372,268,182,194,200,1377,1498,273,13"
1298358,"1372,1060,180,200,135,1498,1014,1026,1006,17"
1298359,"1004,1007,180,140,1031,1057,1032,182,268,20"
1298361,22
1298362,"201,180,268,140,1057,194,133,200,182,17"
1298363,"180,194,200,135,182,346,268,1166,170,27"
1298365,"1031,135,1004,194,1057,200,163,136,153,15"
1298475,"268,1004,1060,1372,346,200,1026,194,273,101"
1298476,"268,194,229,106"
1298526,"268,1494,1372,194,1057,346,200,1498,273,29"
1298529,"1026,123"
1298531,"1007,201,135,1003,1494,268,180,140,1004,124"
1298533,"268,1372,1248,200,1166,1378,1161,124"
1298537,"1007,1004,140,268,194,175,228,1219,1164,17"
1298538,"268,245,106"
1298539,"1007,1494,1003,1372,1016,1004,283,268,1057,19"
1299050,"1372,268,1010,1377,1058,1019,1012,166,1268,105"
1299051,"1007,201,1004,1031,140,194,268,200,133,105"
1299052,"1372,1006,228,225,123"
1299059,"268,1007,1003,1004,200,1529,1378,1012,1019,124"
1299061,"180,208,194,133,200,1166,1049,190,182,21"
1299062,"268,1372,182,135,346,133,153,157,190,34"
1299064,"201,180,1007,1004,140,194,135,1248,200,34"
1299067,"1003,1494,201,1007,1248,140,135,200,194,13"
1299069,"180,140,1004,197,1060,1261,200,268,194,102"
1299070,"201,180,135,140,1003,1007,208,268,1004,124"
1299073,"180,182,173,157,17"
1299074,"180,194,346,200,184,182,157,185,173,17"
1299077,"201,1016,1007,180,1004,140,1261,1494,208,26"
1299078,"135,180,268,194,208,182,133,200,136,124"
1299080,"1007,1372,1004,283,1003,1031,135,180,208,26"
1299081,"201,180,194,1494,1031,1261,135,197,133,26"
1303910,"268,24"
1303912,"153,1161,309,158,1239,1241,24"
1330941,"180,194,200,346,1026,268,1011,1166,163,27"
1330969,"133,19"
1330996,"283,268,346,135,194,200,328,184,136,25"
1331036,"1494,1003,201,135,1007,1016,1004,1248,140,28"
1333003,"1031,135,194,182,153,204,190,1239,124"
908482,116
1240151,"268,293,299,272,333,302,274,276,331,23"
1331033,"140,283,208,268,226,1057,273,1248,328,16"
687980,"283,219,331,302,252,235,299,326,225,30"
688000,"268,346,273,272,328,274,326,219,276,23"
753539,"1494,272,299,274,276,225,235,304,300,17"
905956,"1007,1004,1060,1242,1373,1012,1036,123"
908477,"268,219,269,24"
909257,"1248,1494,268,1003,1004,208,1166,344,302,27"
909729,"1007,268,1004,1031,1057,346,1166,328,1058,152"
909746,27
909905,"1007,1004,1057,1026,268,1166,1058,1527,1037,105"
910941,"268,208,226,273,300,272,274,276,1054,105"
946372,"1007,268,1003,1494,283,1248,346,1378,299,27"
946377,"1007,1003,1004,1494,268,1016,1248,1057,1026,119"
971774,"1261,1011,1218,225,1047,103"
1290801,"283,346,328,268,252,302,272,299,274,33"
1297438,"268,273,346,272,274,219,302,276,299,24"
1298534,"268,346,328,272,24"
1303911,"268,228,24"
1322213,"268,1248,346,208,273,272,274,226,276,21"
1330977,"268,346,274,272,257,245,26"
1479987,"1007,1031,1248,1057,1026,1024,1166,1054,1019,114"
1479988,"1248,1007,1004,1003,1031,268,1494,1372,1057,102"
1479991,"1007,1003,1494,1248,1031,268,1004,1057,208,32"
1479992,"1003,1494,1007,1031,1248,268,283,1004,328,105"
1479993,"1007,1248,1003,1494,1031,268,1004,1057,1166,32"
1479994,"1003,1494,1007,1031,1004,268,1057,1026,1529,34"
1479995,"268,1003,1031,1494,1372,1166,1058,1527,269,137"
1480358,"268,137"
1480360,"268,1192,1527,1142,235,229,225,124"
1480361,"268,1031,273,272,344,274,1219,1012,291,116"
1480362,"1003,268,1057,1006,1005,1239,104"
1480364,"1372,268,1377,272,328,1527,1219,265,1164,115"
1480367,"268,1494,1372,1026,1166,1242,1239,1203,1268,116"
1480371,"1003,1016,1248,1004,1057,1060,1149,1006,1166,105"
1480372,"1003,1494,268,1004,1166,273,1006,272,1378,116"
1480374,"268,123"
1503361,"1007,268,1248,1004,1031,346,1026,1166,1006,105"
1503362,"1007,283,268,1004,1261,1248,1372,272,273,32"
1503363,"283,268,208,1248,346,328,302,219,299,22"
1503365,"1031,1007,268,1004,1060,1372,1057,1026,1166,105"
1503366,"268,208,328,1026,346,282,301,272,274,23"
1503367,"1248,308,268,328,249,272,1059,262,1062,101"
1503368,"283,1248,268,1032,282,1166,1026,328,1010,22"
1503369,"1007,1004,1248,268,1377,282,1166,1012,1239,116"
1503370,"1007,268,1248,1004,1057,1261,346,208,1166,32"
1503371,"1007,1004,1032,1377,1026,268,1166,1012,255,116"
1509074,"272,302,274,299,1072,1066,1239,25"
1524414,"1057,1066,1053,256,1038,258,104"
1524415,"1003,1031,268,1494,1004,1057,1060,328,346,102"
1524416,"1494,1016,1007,1003,268,1057,283,1248,1004,30"
1524417,"1006,229,1241,1025,1043,115"
1524418,"268,1057,293,299,302,274,272,1373,256,27"
1524419,"1031,1016,1057,268,299,344,272,331,256,27"
1659817,"1248,1004,268,328,272,274,1527,1218,235,31"
1659823,"219,252,229,235,291,24"
1659928,"268,208,346,226,328,272,274,301,293,30"
1660034,"1248,1372,1526,272,1243,1239,1050,179,275,116"
1660035,"268,1248,272,219,274,235,22"
1660036,"223,1015,299,1161,101"
1674021,"268,1248,1008,1239,124"
688029,"328,299,302,331,256,33"
713869,"1004,1012,1142,1161,1239,1069,116"
724825,"1248,1004,1372,1057,1166,1053,1058,1059,1008,152"
753569,"1007,1372,1004,1261,1498,1243,121"
753607,"1248,101"
753615,"1004,1062,1050,102"
869795,"1060,1166,1054,1161,1239,1262,116"
905949,"1007,1494,1026,1372,1031,1057,1060,1248,1024,114"
905951,"1031,1192,1243,123"
905968,"1031,1058,1019,1053,152"
907070,"1248,1239,1243,1038,106"
907276,"1248,1049,1059,1091,116"
907798,"1494,1003,1248,1004,1527,1059,1058,1218,1053,101"
908124,"1007,1372,1060,1373,1242,1057,1498,1014,1526,102"
908132,"1494,1003,126"
908147,"1494,1003,1248,1016,1004,1007,1031,1008,1057,102"
908442,"1057,1058,1059,1012,103"
908461,"1004,1026,1377,152"
908468,"1494,1003,1004,1248,1011,1012,105"
909727,
909907,103
910209,"1004,1024,1059,1012,103"
910696,"1007,1004,1026,1057,1019,101"
910705,"1248,1003,1494,1004,1008,1006,1011,1012,1262,123"
910899,"1248,1011,101"
910908,"1060,1014,1091,1012,105"
910951,"1494,1003,1248,1004,1013,1057,1008,1006,1259,101"
924250,
998184,"1248,1494,1003,1004,1166,1529,1239,1012,1161,124"
1240124,137
1240144,"1378,123"
1290771,"1372,1498,152"
1297440,"1248,1494,1003,1024,1006,1059,1012,1218,1054,102"
1298152,"1007,1003,1026,1004,1038,117"
1298153,"1031,1016,1166,1006,105"
1298154,"1248,1007,1004,1031,1026,1372,1057,1008,1024,152"
1298158,"1012,116"
1299066,"1007,1031,1026,1010,1019,1053,101"
1327765,"1248,1004,1494,1003,1261,1016,1008,1057,1022,102"
1327773,"1248,1003,1494,1016,1004,1057,1024,1058,1059,121"
1330948,"1494,1004,1031,1024,1057,1059,1058,1527,1053,106"
1330964,"1494,1026,1527,1058,1059,1012,1091,1239,1243,124"
1330993,"1007,1003,1494,1004,1031,1529,1378,1012,1239,124"
1330994,"1248,1003,1494,1004,1057,1008,1024,1006,1058,105"
1480359,103
1480366,"1012,105"
1503364,"1007,1004,1032,1057,1377,1166,1053,1012,1239,105"
1503374,104
1509073,"1239,104"
1659818,"1057,1008,1059,1058,1053,1012,1020,1047,106"
1659819,"1016,1004,1031,1057,1024,1022,1166,1058,1059,105"
1659820,"1248,1008,1024,1006,1059,1012,1091,1005,1219,124"
1789883,"1032,1372,1010,1377,1166,1527,1019,1053,1012,111"
1330973,
687800,
1240137,116
1298233,"1494,1378,123"
1322212,"1248,109"
1333019,126
