epoch,accuracy,loss,val_accuracy,val_loss
0,0.11819852888584137,3.1062872409820557,0.21764706075191498,2.7288174629211426
1,0.23731617629528046,2.614729642868042,0.31985294818878174,2.329786539077759
2,0.38198530673980713,2.107593536376953,0.6786764860153198,1.5379709005355835
3,0.5678308606147766,1.512696623802185,0.8132352828979492,0.9587051272392273
4,0.6998161673545837,1.0546290874481201,0.7941176295280457,0.744263231754303
5,0.7608456015586853,0.794514536857605,0.8102940917015076,0.5359474420547485
6,0.8211396932601929,0.5671520233154297,0.8860294222831726,0.35857969522476196
7,0.8727940917015076,0.4181900918483734,0.9125000238418579,0.2931888699531555
8,0.8963235020637512,0.3278094530105591,0.9301470518112183,0.23654405772686005
9,0.9172794222831726,0.2710091769695282,0.9308823347091675,0.24762174487113953
10,0.9288603067398071,0.23898443579673767,0.925000011920929,0.24277588725090027
11,0.9415441155433655,0.19081643223762512,0.9389705657958984,0.21969453990459442
12,0.953125,0.15670619904994965,0.9492647051811218,0.18020126223564148
13,0.9595588445663452,0.12774889171123505,0.9426470398902893,0.18720528483390808
14,0.9667279124259949,0.11594987660646439,0.9441176652908325,0.21086542308330536
15,0.9667279124259949,0.10800355672836304,0.9485294222831726,0.1816442310810089
16,0.9727941155433655,0.09032286703586578,0.9507352709770203,0.18609784543514252
17,0.9711397290229797,0.09741904586553574,0.9448529481887817,0.21371938288211823
18,0.9799632430076599,0.07061582058668137,0.945588231086731,0.2013975977897644
