epoch,accuracy,loss,val_accuracy,val_loss
0,0.05677291005849838,3.1642839908599854,0.0555555559694767,2.9065780639648438
1,0.09482071548700333,2.886052370071411,0.27222222089767456,2.6917991638183594
2,0.19980080425739288,2.582975149154663,0.5083333253860474,1.9741685390472412
3,0.4097609519958496,1.9187830686569214,0.8111110925674438,0.9981160759925842
4,0.6197211146354675,1.2023507356643677,0.8999999761581421,0.48407384753227234
5,0.7703187465667725,0.7558279037475586,0.9379629492759705,0.26446112990379333
6,0.8372510075569153,0.5306941866874695,0.9333333373069763,0.28151240944862366
7,0.8772908449172974,0.4012147784233093,0.9546296000480652,0.1490125060081482
8,0.9023904204368591,0.31210070848464966,0.9342592358589172,0.200129896402359
9,0.9264940023422241,0.24194246530532837,0.9462962746620178,0.20024369657039642
10,0.9366533756256104,0.2044954150915146,0.949999988079071,0.17547620832920074
11,0.9456175565719604,0.1792667955160141,0.9342592358589172,0.19278647005558014
12,0.9567729234695435,0.13952580094337463,0.960185170173645,0.1539294421672821
13,0.9579681158065796,0.12809202075004578,0.9611111283302307,0.1675543487071991
14,0.9685258865356445,0.09578267484903336,0.9638888835906982,0.1389545053243637
15,0.974103569984436,0.09210986644029617,0.9583333134651184,0.15461277961730957
16,0.9760956168174744,0.07665584236383438,0.9666666388511658,0.1507444679737091
17,0.9770916104316711,0.07501663267612457,0.9537037014961243,0.1551860123872757
18,0.980079710483551,0.06753858923912048,0.970370352268219,0.13593114912509918
19,0.9818724989891052,0.06587614119052887,0.9694444537162781,0.14510773122310638
20,0.9854581952095032,0.0528239831328392,0.9611111283302307,0.1677156239748001
