epoch,kl_loss,loss,reconstruction_loss
25,0.49578943848609924,150.83009338378906,150.3343048095703
26,0.6671504974365234,146.89370727539062,146.2265625
27,0.6044026613235474,145.4672088623047,144.86280822753906
28,0.6295419931411743,143.07835388183594,142.4488067626953
29,0.6578918695449829,147.09698486328125,146.4390869140625
0,0.563814640045166,137.81027221679688,137.2464599609375
1,0.600739061832428,147.37002563476562,146.769287109375
2,0.9152927398681641,138.66448974609375,137.7491912841797
3,0.6288353204727173,145.700927734375,145.0720977783203
4,0.7442357540130615,147.36886596679688,146.6246337890625
5,0.7309573292732239,148.62600708007812,147.89505004882812
6,0.878424346446991,146.70962524414062,145.83120727539062
7,0.7369390726089478,132.89035034179688,132.15341186523438
8,0.9763486981391907,142.1984405517578,141.2220916748047
9,0.7009218335151672,141.17466735839844,140.47373962402344
10,0.816444993019104,162.27752685546875,161.46107482910156
11,0.6300030946731567,134.36367797851562,133.73367309570312
12,0.8263265490531921,132.22921752929688,131.40289306640625
13,0.7704411745071411,140.93215942382812,140.16171264648438
14,0.7184217572212219,141.4051513671875,140.68673706054688
15,0.8570104837417603,133.63507080078125,132.77806091308594
16,0.7827925086021423,144.4140167236328,143.6312255859375
17,1.068541407585144,155.581298828125,154.51275634765625
18,0.6039175987243652,136.1368865966797,135.53297424316406
19,0.6286375522613525,129.63238525390625,129.00375366210938
20,0.7165621519088745,160.6100616455078,159.89349365234375
21,0.725040078163147,141.2860565185547,140.56101989746094
22,0.7759782075881958,139.43309020996094,138.6571044921875
23,0.7648496031761169,137.4191131591797,136.65426635742188
24,0.8004134893417358,131.3023681640625,130.501953125
25,0.6698883771896362,141.08970642089844,140.41981506347656
26,0.9748505353927612,164.3725128173828,163.3976593017578
27,0.8589086532592773,135.7542724609375,134.89537048339844
28,0.8676586151123047,144.55850219726562,143.6908416748047
29,1.026938796043396,134.8045654296875,133.7776336669922
0,0.9535735249519348,138.7906494140625,137.8370819091797
1,0.7641052007675171,136.7881622314453,136.02406311035156
2,0.7279523015022278,139.4022674560547,138.67431640625
3,0.8664690256118774,139.1248016357422,138.25833129882812
4,0.820318877696991,140.14718627929688,139.32687377929688
5,1.166137933731079,153.91624450683594,152.75010681152344
6,0.9738454818725586,171.2906036376953,170.31675720214844
7,0.7974581122398376,129.4801788330078,128.68272399902344
8,0.8221818208694458,140.055908203125,139.2337188720703
9,0.823349118232727,132.78492736816406,131.96157836914062
10,0.9047757983207703,133.97714233398438,133.07237243652344
11,0.8065484166145325,139.64344787597656,138.83689880371094
12,0.852167010307312,134.16871643066406,133.31654357910156
13,0.8290623426437378,137.51417541503906,136.68511962890625
14,1.0482449531555176,172.30885314941406,171.26060485839844
15,0.8090659976005554,134.1179962158203,133.30892944335938
16,0.9064851999282837,157.8799591064453,156.97348022460938
17,0.8868792653083801,156.7826385498047,155.895751953125
18,0.7787245512008667,127.1061019897461,126.32737731933594
19,0.9211549758911133,138.48451232910156,137.5633544921875
20,0.886446475982666,140.59661865234375,139.71017456054688
21,1.0190463066101074,134.76966857910156,133.75062561035156
22,0.9168427586555481,144.32176208496094,143.40492248535156
23,1.0692875385284424,151.72926330566406,150.65997314453125
24,1.1160213947296143,149.53933715820312,148.42330932617188
25,1.0228784084320068,127.53785705566406,126.51497650146484
26,1.1679471731185913,153.60543823242188,152.43748474121094
27,1.0647380352020264,137.44638061523438,136.3816375732422
28,1.0193384885787964,165.26499938964844,164.24566650390625
29,1.1914089918136597,163.05709838867188,161.86569213867188
0,0.8702472448348999,124.81399536132812,123.9437484741211
1,1.0570610761642456,132.97596740722656,131.9188995361328
2,1.1443417072296143,144.02194213867188,142.87759399414062
3,1.0668041706085205,128.51329040527344,127.44647979736328
4,1.256286382675171,134.92819213867188,133.67190551757812
5,1.0625648498535156,163.01361083984375,161.9510498046875
6,1.1624672412872314,157.19395446777344,156.031494140625
7,0.9872509241104126,134.06895446777344,133.0817108154297
8,1.0910414457321167,150.74588012695312,149.65484619140625
9,0.9149292707443237,125.59037780761719,124.67544555664062
10,1.2876704931259155,155.2579803466797,153.97030639648438
11,1.0576261281967163,130.1846466064453,129.12701416015625
12,1.1218841075897217,144.5265655517578,143.40467834472656
13,0.9343193173408508,122.89106750488281,121.95674896240234
14,1.0541317462921143,132.6835479736328,131.62940979003906
15,0.9047254323959351,130.91517639160156,130.0104522705078
16,0.9425110816955566,125.1947250366211,124.25221252441406
17,1.083625078201294,135.16238403320312,134.07876586914062
18,0.9667417407035828,126.1377182006836,125.17097473144531
19,1.1374857425689697,133.89492797851562,132.7574462890625
20,0.9598959684371948,128.6488037109375,127.68890380859375
21,1.0180609226226807,137.15179443359375,136.13372802734375
22,0.9761374592781067,139.28538513183594,138.3092498779297
23,1.2208566665649414,150.67018127441406,149.44932556152344
24,1.0424177646636963,130.09771728515625,129.0552978515625
25,1.0249885320663452,132.5234375,131.49844360351562
26,1.090903401374817,136.1676788330078,135.0767822265625
27,1.2378472089767456,135.2401123046875,134.00225830078125
28,1.1210660934448242,131.5422821044922,130.4212188720703
29,1.2748386859893799,154.88905334472656,153.6142120361328
0,1.085834264755249,127.08829498291016,126.0024642944336
1,1.3252201080322266,157.4579315185547,156.13270568847656
2,1.0830765962600708,127.55487060546875,126.47179412841797
3,1.2559878826141357,131.8099365234375,130.553955078125
4,1.0779893398284912,124.6762466430664,123.59825897216797
5,1.7628761529922485,175.67237854003906,173.9095001220703
6,1.18211829662323,134.777099609375,133.59498596191406
7,1.0982435941696167,131.9357452392578,130.83750915527344
8,1.0909229516983032,132.59376525878906,131.50283813476562
9,0.9972270131111145,125.14403533935547,124.14680480957031
10,1.0973567962646484,147.8085479736328,146.71119689941406
11,1.0103120803833008,124.62480163574219,123.61448669433594
12,1.1913503408432007,129.2140655517578,128.02272033691406
13,1.1008256673812866,127.80802154541016,126.70719909667969
14,1.1061859130859375,128.39834594726562,127.29215240478516
15,1.1554346084594727,124.6165542602539,123.46112060546875
16,1.157571792602539,137.32186889648438,136.16429138183594
17,1.1328765153884888,125.62333679199219,124.49046325683594
18,1.093595266342163,164.2946014404297,163.2010040283203
19,1.3630610704421997,128.081787109375,126.71871948242188
20,1.1622989177703857,128.8877716064453,127.72547912597656
21,1.2016751766204834,135.2024688720703,134.00079345703125
22,1.4029455184936523,161.35693359375,159.95399475097656
23,1.3378081321716309,150.08731079101562,148.74949645996094
24,1.2061543464660645,134.1717529296875,132.96559143066406
25,1.2469210624694824,136.20480346679688,134.9578857421875
26,1.1341900825500488,126.99437713623047,125.86018371582031
27,1.239585280418396,124.19369506835938,122.95410919189453
28,1.2344318628311157,124.60778045654297,123.37335205078125
29,1.4103416204452515,166.20860290527344,164.7982635498047
0,0.1670449674129486,131.10067749023438,130.9336395263672
1,0.10073776543140411,124.2212905883789,124.12055206298828
2,0.1926993876695633,141.50311279296875,141.31040954589844
3,0.27922898530960083,147.6472625732422,147.36802673339844
4,0.13108786940574646,129.40237426757812,129.2712860107422
5,0.22103723883628845,124.93993377685547,124.7188949584961
6,0.3767684996128082,144.71974182128906,144.3429718017578
7,0.3937220573425293,123.73821258544922,123.34449005126953
8,0.4353293478488922,132.2986297607422,131.86329650878906
9,0.34198513627052307,141.3942108154297,141.05223083496094
10,0.3139577805995941,128.8524627685547,128.5384979248047
11,1.4915201663970947,151.72552490234375,150.2340087890625
12,0.3439093232154846,123.9809341430664,123.63702392578125
13,0.8702164888381958,126.84706115722656,125.97684478759766
14,0.8607403635978699,173.66900634765625,172.8082733154297
15,0.4795336127281189,130.55909729003906,130.07955932617188
16,0.40901049971580505,121.280517578125,120.87150573730469
17,0.8117116093635559,125.34417724609375,124.53246307373047
18,0.4976807236671448,134.19676208496094,133.69908142089844
19,0.6691471338272095,165.46571350097656,164.79656982421875
20,0.5252735018730164,148.1871337890625,147.661865234375
21,0.8496831655502319,144.6656951904297,143.81600952148438
22,0.6228030920028687,135.0211181640625,134.3983154296875
23,0.6228168606758118,133.03280639648438,132.4099884033203
24,0.995538592338562,159.18817138671875,158.192626953125
25,0.7004221677780151,138.79397583007812,138.0935516357422
26,0.6272854208946228,125.53255462646484,124.90526580810547
27,0.8697169423103333,156.39024353027344,155.52052307128906
28,0.7061966061592102,126.05288696289062,125.34668731689453
29,0.7782454490661621,124.37947082519531,123.60122680664062
0,0.6562505960464478,122.72540283203125,122.06915283203125
1,0.7233265042304993,121.1406478881836,120.41732025146484
2,0.8420893549919128,125.59278106689453,124.75069427490234
3,0.6688732504844666,135.3202362060547,134.6513671875
4,0.8510330319404602,150.76593017578125,149.91490173339844
5,1.1714465618133545,165.1365509033203,163.96510314941406
6,0.6886348128318787,126.208740234375,125.52010345458984
7,0.7239781618118286,125.52091217041016,124.79693603515625
8,0.721250057220459,126.61911010742188,125.89785766601562
9,0.9333025217056274,122.65473175048828,121.72142791748047
10,0.9630160331726074,131.41212463378906,130.44911193847656
11,0.7897431254386902,124.36581420898438,123.5760726928711
12,1.076979160308838,154.2717742919922,153.19479370117188
13,0.860171914100647,120.0249252319336,119.16475677490234
14,0.8389397859573364,131.00747680664062,130.1685333251953
15,0.955702006816864,129.56854248046875,128.6128387451172
16,1.0642039775848389,130.98477172851562,129.92056274414062
17,0.8162757754325867,120.67964172363281,119.86336517333984
18,1.0732992887496948,120.7481460571289,119.67485046386719
19,0.9120575189590454,119.14950561523438,118.2374496459961
20,1.4196560382843018,167.52442932128906,166.10476684570312
21,1.2661736011505127,150.56253051757812,149.29635620117188
22,1.3109798431396484,123.82250213623047,122.51152038574219
23,0.982518196105957,139.11428833007812,138.13177490234375
24,1.3792011737823486,138.09848022460938,136.7192840576172
25,1.575988531112671,150.21249389648438,148.63650512695312
26,1.5368093252182007,159.82635498046875,158.28955078125
27,1.2005401849746704,132.06307983398438,130.86253356933594
28,1.1956461668014526,116.212646484375,115.01699829101562
29,1.437741994857788,121.79061889648438,120.35287475585938
0,1.2324268817901611,122.24690246582031,121.01447296142578
1,1.2795878648757935,126.44588470458984,125.16629791259766
2,1.5324923992156982,119.12517547607422,117.59268188476562
3,1.1270760297775269,128.59329223632812,127.4662094116211
4,1.3206974267959595,122.10073852539062,120.78004455566406
5,1.455069899559021,118.01747131347656,116.5624008178711
6,1.8792012929916382,121.20347595214844,119.32427215576172
7,1.3165699243545532,133.0908203125,131.7742462158203
8,1.5009690523147583,128.4921112060547,126.99113464355469
9,1.2323276996612549,123.64891815185547,122.41658782958984
10,1.8693740367889404,155.65716552734375,153.7877960205078
11,1.5189406871795654,157.21841430664062,155.69947814941406
12,1.2336301803588867,121.01239776611328,119.77877044677734
13,1.404817819595337,123.26605224609375,121.86123657226562
14,1.4805076122283936,127.65736389160156,126.1768569946289
15,1.4671837091445923,115.92959594726562,114.46240997314453
16,1.550621747970581,142.73458862304688,141.1839599609375
17,1.4332326650619507,122.54071807861328,121.10748291015625
18,1.284275770187378,128.49765014648438,127.21337890625
19,1.3742685317993164,118.76107788085938,117.38681030273438
20,1.3141348361968994,129.6565399169922,128.3424072265625
21,1.532254695892334,141.47276306152344,139.9405059814453
22,1.5704388618469238,151.6852264404297,150.1147918701172
23,1.684605360031128,118.63397979736328,116.94937133789062
24,1.4285014867782593,116.22122955322266,114.792724609375
25,1.5988749265670776,121.75898742675781,120.16011047363281
26,1.470228910446167,136.73980712890625,135.2695770263672
27,1.437171459197998,117.37317657470703,115.93600463867188
28,1.5181286334991455,119.49525451660156,117.97712707519531
29,1.6853106021881104,119.74920654296875,118.06389617919922
0,1.4035431146621704,115.44879150390625,114.04524993896484
1,1.5231144428253174,130.94056701660156,129.41744995117188
2,1.5023410320281982,136.93121337890625,135.4288787841797
3,1.6848366260528564,112.30606079101562,110.62122344970703
4,1.4659130573272705,129.78469848632812,128.31878662109375
5,1.724867582321167,142.82809448242188,141.1032257080078
6,1.4884545803070068,122.0551528930664,120.56669616699219
7,1.7708660364151,147.67208862304688,145.90122985839844
8,1.5530811548233032,121.77999877929688,120.22692108154297
9,1.6405397653579712,121.43655395507812,119.79601287841797
10,1.6022939682006836,114.6568832397461,113.0545883178711
11,1.7382389307022095,127.83648681640625,126.09825134277344
12,1.5558652877807617,116.09954833984375,114.54368591308594
13,2.0459232330322266,164.12120056152344,162.0752716064453
14,1.6331450939178467,117.25103759765625,115.61788940429688
15,1.4128117561340332,119.48357391357422,118.07076263427734
16,1.4809479713439941,132.92782592773438,131.44688415527344
17,1.5109970569610596,116.57887268066406,115.06787872314453
18,1.6757428646087646,117.10414123535156,115.42839813232422
19,1.8460121154785156,148.72702026367188,146.88101196289062
20,1.4336004257202148,118.33332061767578,116.89971923828125
21,1.8809194564819336,149.21334838867188,147.33242797851562
22,1.7039268016815186,148.37681579589844,146.67288208007812
23,1.6584727764129639,122.2707290649414,120.61225891113281
24,1.8303320407867432,122.8919677734375,121.06163787841797
25,1.819181203842163,118.33787536621094,116.51869201660156
26,1.7519397735595703,113.40921020507812,111.65727233886719
27,1.77522873878479,125.51591491699219,123.74068450927734
28,1.5325138568878174,122.05142211914062,120.51890563964844
29,1.5810474157333374,113.70355224609375,112.12250518798828
0,2.2702174186706543,184.1025848388672,181.83236694335938
1,1.7351601123809814,117.46926879882812,115.7341079711914
2,1.4953069686889648,123.40652465820312,121.91121673583984
3,1.6290044784545898,126.09672546386719,124.46772003173828
4,1.7576863765716553,117.13277435302734,115.37509155273438
5,2.031250476837158,120.9386215209961,118.9073715209961
6,1.77226984500885,130.34107971191406,128.56881713867188
7,2.080364465713501,135.10353088378906,133.02316284179688
8,1.7384250164031982,140.9502716064453,139.21185302734375
9,2.107409715652466,170.5258331298828,168.41842651367188
10,1.7292932271957397,118.71257019042969,116.9832763671875
11,1.8036667108535767,118.7092056274414,116.9055404663086
12,1.4820314645767212,124.82012176513672,123.33808898925781
13,1.5697777271270752,133.56710815429688,131.99732971191406
14,1.7455813884735107,113.85137176513672,112.10578918457031
15,1.5806676149368286,115.6209716796875,114.0403060913086
16,1.7069711685180664,114.01747131347656,112.31050109863281
17,1.7047103643417358,119.93290710449219,118.22819519042969
18,1.6969760656356812,122.71056365966797,121.01358795166016
19,2.0496115684509277,153.6863250732422,151.63671875
20,1.7298349142074585,120.06177520751953,118.33193969726562
21,1.6755406856536865,120.08235931396484,118.40682220458984
22,1.8014543056488037,119.63330841064453,117.83185577392578
23,1.6277515888214111,130.57147216796875,128.9437255859375
24,1.6044673919677734,116.8433837890625,115.2389144897461
25,2.2410104274749756,189.87249755859375,187.63148498535156
26,1.583884835243225,120.77770233154297,119.19381713867188
27,1.7493467330932617,113.60589599609375,111.85655212402344
28,1.737109899520874,123.01335144042969,121.2762451171875
29,1.7636082172393799,123.19381713867188,121.43020629882812
0,1.862905502319336,139.62542724609375,137.7625274658203
1,1.6965672969818115,118.00347900390625,116.30691528320312
2,1.961214303970337,131.02586364746094,129.0646514892578
3,1.9179188013076782,127.50906372070312,125.59114837646484
4,1.9793792963027954,142.41664123535156,140.437255859375
5,2.0678818225860596,145.76345825195312,143.69557189941406
6,1.8616399765014648,123.76565551757812,121.90401458740234
7,1.6537392139434814,120.77083587646484,119.11709594726562
8,1.89655339717865,123.7063980102539,121.80984497070312
9,1.549780249595642,120.77023315429688,119.22045135498047
10,1.708741545677185,118.80718994140625,117.09844970703125
11,2.0000789165496826,149.65599060058594,147.65591430664062
12,1.8407856225967407,119.53187561035156,117.69109344482422
13,1.5561902523040771,121.67134857177734,120.11515808105469
14,1.828100562095642,134.8235626220703,132.99546813964844
15,2.3885834217071533,140.45956420898438,138.07098388671875
16,1.7706592082977295,125.65943145751953,123.8887710571289
17,1.7897212505340576,120.74876403808594,118.95904541015625
18,1.64420485496521,127.05201721191406,125.4078140258789
19,1.8035255670547485,118.72565460205078,116.92212677001953
20,1.8136436939239502,141.49249267578125,139.67884826660156
21,1.8290302753448486,146.54698181152344,144.71795654296875
22,1.662545919418335,115.95246124267578,114.2899169921875
23,1.8133924007415771,115.29200744628906,113.4786148071289
24,1.8833621740341187,120.39559173583984,118.5122299194336
25,1.741776704788208,120.25408935546875,118.51231384277344
26,1.7623929977416992,129.62229919433594,127.85990142822266
27,1.7156158685684204,131.21478271484375,129.49916076660156
28,1.879762053489685,145.1973114013672,143.3175506591797
29,1.6929000616073608,119.79383850097656,118.10093688964844
0,1.7154079675674438,118.600341796875,116.88493347167969
1,2.150698184967041,142.34078979492188,140.19009399414062
2,1.546830415725708,115.38919830322266,113.84236907958984
3,1.8867709636688232,136.37619018554688,134.4894256591797
4,1.8550266027450562,121.79586791992188,119.94084167480469
5,2.03478741645813,119.78627014160156,117.75148010253906
6,1.776665449142456,145.09152221679688,143.31484985351562
7,1.8431894779205322,132.1102752685547,130.26708984375
8,1.878618597984314,126.92930603027344,125.05068969726562
9,1.8302383422851562,117.79741668701172,115.96717834472656
10,1.7114293575286865,119.36526489257812,117.65383911132812
11,1.7754377126693726,114.16110229492188,112.38566589355469
12,1.806322693824768,124.14962005615234,122.34329986572266
13,1.8722881078720093,161.69041442871094,159.81813049316406
14,1.58578622341156,119.81015014648438,118.224365234375
15,1.6942723989486694,122.6332778930664,120.93900299072266
16,1.8779563903808594,144.9498291015625,143.07186889648438
17,1.832099199295044,127.56536102294922,125.73326110839844
18,1.9148318767547607,142.4859619140625,140.57113647460938
19,1.7930080890655518,126.20861053466797,124.41560363769531
20,1.6724408864974976,119.35517883300781,117.6827392578125
21,2.038454055786133,162.304443359375,160.2659912109375
22,1.8035789728164673,117.9886703491211,116.18508911132812
23,1.8649272918701172,117.27720642089844,115.41227722167969
24,1.7199466228485107,120.08291625976562,118.36296844482422
25,1.905452013015747,119.27607727050781,117.3706283569336
26,1.7225631475448608,129.13424682617188,127.41168975830078
27,1.7646286487579346,121.38680267333984,119.62217712402344
28,1.7944395542144775,133.95681762695312,132.16238403320312
29,1.6722007989883423,125.39350128173828,123.72129821777344
0,1.9155563116073608,157.54957580566406,155.63401794433594
1,1.8289893865585327,120.83320617675781,119.00421905517578
2,1.6808993816375732,118.91535949707031,117.23445892333984
3,1.9788570404052734,122.4745101928711,120.49565124511719
4,1.9702602624893188,155.56582641601562,153.59556579589844
5,1.9673089981079102,135.00555419921875,133.03823852539062
6,1.9651111364364624,137.1258087158203,135.1606903076172
7,2.0211195945739746,121.3348388671875,119.313720703125
8,1.9829250574111938,119.47168731689453,117.48876190185547
9,1.9755313396453857,122.75415802001953,120.77862548828125
10,1.7925853729248047,133.92994689941406,132.13735961914062
11,2.024869203567505,130.3230743408203,128.29820251464844
12,1.8558295965194702,114.55166625976562,112.69583892822266
13,1.8444963693618774,120.7537612915039,118.90926361083984
14,1.8432995080947876,128.39315795898438,126.54985809326172
15,1.9474265575408936,143.30072021484375,141.35328674316406
16,1.7168289422988892,120.44776916503906,118.73094177246094
17,2.473142623901367,179.04014587402344,176.56700134277344
18,1.928473711013794,118.90397644042969,116.97550201416016
19,1.8898063898086548,126.25289916992188,124.36309051513672
20,1.9166746139526367,122.03202819824219,120.1153564453125
21,1.892930030822754,124.2746353149414,122.38170623779297
22,1.899749755859375,122.36552429199219,120.46577453613281
23,1.9009993076324463,121.32295227050781,119.42195129394531
24,2.0731282234191895,142.49832153320312,140.42518615722656
25,1.8463389873504639,114.34342193603516,112.49708557128906
26,1.8431460857391357,117.51066589355469,115.66751861572266
27,2.00465726852417,127.28665924072266,125.2820053100586
28,1.7656910419464111,115.37818908691406,113.61249542236328
29,1.8695589303970337,121.04802703857422,119.178466796875
0,1.878396987915039,117.33451080322266,115.45611572265625
1,1.951656699180603,139.45468139648438,137.50302124023438
2,1.9055490493774414,137.03955078125,135.13400268554688
3,1.8715412616729736,122.43181610107422,120.56027221679688
4,1.715309739112854,118.33207702636719,116.61676788330078
5,1.7220042943954468,115.67171478271484,113.94970703125
6,1.9402681589126587,118.01688385009766,116.07661437988281
7,1.953434705734253,118.81537628173828,116.8619384765625
8,2.2670466899871826,176.0641632080078,173.797119140625
9,2.2284369468688965,144.7453155517578,142.51687622070312
10,1.6651893854141235,113.33026123046875,111.66506958007812
11,1.869765043258667,126.82376861572266,124.9540023803711
12,1.981227159500122,122.23316192626953,120.25193786621094
13,1.7873811721801758,120.4629135131836,118.67552947998047
14,1.7088626623153687,118.60468292236328,116.89582061767578
15,1.925143837928772,114.07225036621094,112.14710998535156
16,2.295253276824951,157.65628051757812,155.36102294921875
17,1.8517560958862305,118.70744323730469,116.8556900024414
18,1.9402599334716797,137.7876434326172,135.84738159179688
19,1.7122466564178467,114.71723175048828,113.0049819946289
20,1.8974666595458984,124.27201843261719,122.37454986572266
21,1.8032041788101196,142.44345092773438,140.64024353027344
22,1.7240676879882812,133.87701416015625,132.1529541015625
23,1.8702640533447266,148.75975036621094,146.8894805908203
24,1.860060691833496,121.55137634277344,119.69131469726562
25,1.8778425455093384,111.4051284790039,109.52728271484375
26,1.7030490636825562,118.8759765625,117.17292785644531
27,1.8097450733184814,121.44542694091797,119.63568115234375
28,1.9348182678222656,160.855712890625,158.9208984375
29,1.7711689472198486,117.1743392944336,115.40316772460938
0,2.233992099761963,113.087158203125,110.85316467285156
1,1.8264766931533813,141.89561462402344,140.0691375732422
2,1.9057857990264893,129.32540893554688,127.41962432861328
3,1.9179397821426392,136.78111267089844,134.86317443847656
4,2.014752149581909,150.47235107421875,148.4575958251953
5,1.7716010808944702,116.9378890991211,115.16629028320312
6,1.933691382408142,118.18162536621094,116.24793243408203
7,1.8575019836425781,137.70449829101562,135.8470001220703
8,1.8898227214813232,127.31461334228516,125.42478942871094
9,1.8513343334197998,128.17266845703125,126.32132720947266
10,1.8489850759506226,117.08698272705078,115.23799896240234
11,2.0996620655059814,117.05167388916016,114.95201110839844
12,2.1977953910827637,164.21913146972656,162.02133178710938
13,1.7964820861816406,122.97412109375,121.17764282226562
14,1.7074730396270752,117.40789031982422,115.7004165649414
15,1.9214954376220703,116.33631896972656,114.41482543945312
16,1.9800840616226196,143.69789123535156,141.71780395507812
17,1.6008517742156982,116.35871124267578,114.75785827636719
18,2.204052448272705,162.86061096191406,160.65655517578125
19,2.0007591247558594,135.45758056640625,133.45681762695312
20,1.9749761819839478,115.56238555908203,113.58740997314453
21,2.2679226398468018,158.64280700683594,156.3748779296875
22,1.8177372217178345,112.45558166503906,110.63784790039062
23,1.7802740335464478,119.20499420166016,117.42472076416016
24,1.7280696630477905,117.23814392089844,115.51007080078125
25,1.9211105108261108,141.97389221191406,140.0527801513672
26,1.9244025945663452,117.4195785522461,115.49517822265625
27,2.0450408458709717,143.69371032714844,141.64866638183594
28,1.7729156017303467,120.29930877685547,118.5263900756836
29,1.727137804031372,112.15003204345703,110.42289733886719
